model,family,iteration,macro_f1,macro_precision,macro_recall
convnext_tiny,ConvNeXt,67,87.78418908095794,88.64470592762038,87.95198169987732
convnext_tiny,ConvNeXt,68,84.88610015911928,85.625226179852,85.2011444031533
convnext_tiny,ConvNeXt,69,86.94315221126686,87.46740516628792,87.47924646330823
convnext_tiny,ConvNeXt,70,88.79766186706384,89.6374584772505,88.92146996898644
convnext_tiny,ConvNeXt,71,85.38498507986074,86.00529082528972,86.23410647323688
convnext_tiny,ConvNeXt,72,84.07051833384335,84.96355523748173,84.66053470946896
convnext_tiny,ConvNeXt,73,85.71492825999087,86.09880699936853,86.26264253371447
convnext_tiny,ConvNeXt,74,86.81368303978465,87.50444220148435,87.39572256388112
convnext_tiny,ConvNeXt,75,88.58338826847925,89.23879565517066,89.26457554084595
convnext_tiny,ConvNeXt,76,88.19784492285545,89.1218037881115,88.19767349579573
convnext_tiny,ConvNeXt,77,86.0343513387768,86.90980892552875,86.13817022785695
convnext_tiny,ConvNeXt,78,89.30694787022544,89.78380656554326,89.64401613328117
convnext_tiny,ConvNeXt,79,86.49548622214203,86.87655825613491,86.80514229644382
convnext_tiny,ConvNeXt,80,86.02653252196603,87.09121943819383,86.00103248838522
convnext_tiny,ConvNeXt,81,86.84113836618737,87.78109096075848,87.03069150616804
convnext_tiny,ConvNeXt,82,86.9713209968512,88.12864292420763,86.69973069293741
convnext_tiny,ConvNeXt,83,86.84545591294287,87.91943045089498,86.85674101591918
convnext_tiny,ConvNeXt,84,85.86293235752315,85.85383057064979,86.58305301285512
convnext_tiny,ConvNeXt,85,86.78258393900673,87.47836774707822,87.34498135736524
convnext_tiny,ConvNeXt,86,86.12967589489129,86.94383651457721,86.77217473253279
convnext_tiny,ConvNeXt,87,83.66374297419053,84.77466098438111,84.82728200983547
convnext_tiny,ConvNeXt,88,86.42752281561769,87.18879145861244,87.00386231118019
convnext_tiny,ConvNeXt,89,87.16153544488236,87.72271601508376,87.208891009303
convnext_tiny,ConvNeXt,90,84.86183023268828,85.2978326739644,85.90502403774711
convnext_tiny,ConvNeXt,91,85.98616543258095,86.65993045855747,86.31788155442666
convnext_tiny,ConvNeXt,92,83.44375899174807,84.9234242309412,83.46679356065337
convnext_tiny,ConvNeXt,93,88.0901082831626,88.71536144796781,88.47471889157089
convnext_tiny,ConvNeXt,94,87.11745228537227,87.97416225841211,87.24563862954395
convnext_tiny,ConvNeXt,95,86.50686194300783,87.67778757713474,86.42244051770905
convnext_tiny,ConvNeXt,96,87.89217488145455,88.53086855089141,88.32119238234083
convnext_tiny,ConvNeXt,97,86.28334595980674,86.84127688990388,86.62650273244358
convnext_tiny,ConvNeXt,98,86.58825306512283,87.42703083697833,86.73181173458688
convnext_tiny,ConvNeXt,99,87.22108586089061,87.69611039754311,87.82280405879726
convnext_tiny,ConvNeXt,100,86.11331417015975,86.6984119659563,86.49692389122619
convnext_small,ConvNeXt,1,86.26486606241414,87.39170496254339,86.10827325599752
convnext_small,ConvNeXt,2,86.53996488562065,88.04773957291118,86.39768565596842
convnext_small,ConvNeXt,3,85.97698626077357,86.93007778305262,86.01750031454863
convnext_small,ConvNeXt,4,85.93650289401623,86.68934867819087,86.80657064184896
convnext_small,ConvNeXt,5,85.86768876948413,86.25408221383253,87.02272937573787
convnext_small,ConvNeXt,6,86.72502902308648,87.9686853120357,86.83640416831291
convnext_small,ConvNeXt,7,86.77087284533228,87.44876197178279,87.44208079805358
convnext_small,ConvNeXt,8,84.78460289621282,86.80596913819812,84.45494862623023
convnext_small,ConvNeXt,9,88.26626382324416,89.18123543123544,88.82535526474963
convnext_small,ConvNeXt,10,85.0215992444079,86.04039899111065,85.26588356454421
convnext_small,ConvNeXt,11,84.83387899042063,85.46045289365915,85.68938462262798
convnext_small,ConvNeXt,12,85.62427343777674,86.58515347218403,86.20898052830344
convnext_small,ConvNeXt,13,86.5518197166441,87.1764007966727,87.21539387023361
convnext_small,ConvNeXt,14,84.8741547361834,85.9263577839429,84.72615715575884
convnext_small,ConvNeXt,15,85.13943065590259,86.95631197347443,85.11338881043093
convnext_small,ConvNeXt,16,85.94939648189477,86.5999654290547,86.39790009402488
convnext_small,ConvNeXt,17,85.68094629748927,86.5044484957837,86.01189221107781
convnext_small,ConvNeXt,18,87.05722427033531,88.51397708077904,86.96008163632104
convnext_small,ConvNeXt,19,88.75986588750101,89.88966252410188,88.80316374673095
convnext_small,ConvNeXt,20,86.54136291245925,87.49169710666078,86.85324092344612
convnext_small,ConvNeXt,21,86.55543493698433,87.67999949829263,86.75201881610228
convnext_small,ConvNeXt,22,83.98556678232836,85.11608787176691,84.12836869773406
convnext_small,ConvNeXt,23,87.03878292839761,87.96193961360876,87.55835274168977
convnext_small,ConvNeXt,24,84.80038012797482,85.50508629683222,85.27304447246564
convnext_small,ConvNeXt,25,86.39703967616784,87.40590391048056,86.52355860406567
convnext_small,ConvNeXt,26,83.89152732432613,84.98096249856246,84.46633307166353
convnext_small,ConvNeXt,27,85.01109988681837,86.24263573879944,85.05428785479936
convnext_small,ConvNeXt,28,85.91712245077434,87.05982552601121,85.94289976224007
convnext_small,ConvNeXt,29,86.37101056426057,87.36755332730566,86.53531233925634
convnext_small,ConvNeXt,30,87.48584703698275,88.72398689625976,87.58755315542905
convnext_small,ConvNeXt,31,85.1224582985253,85.84738395045974,85.53066532044626
convnext_small,ConvNeXt,32,85.33435767941931,86.34752869764604,85.27541630591075
convnext_small,ConvNeXt,33,85.76162620730706,86.82832611986574,85.86374865618372
convnext_small,ConvNeXt,34,86.40662509955321,87.9977294011221,87.00684200112117
convnext_small,ConvNeXt,35,87.8841889605955,88.5538924979045,88.11632660431725
convnext_small,ConvNeXt,36,86.91064240297392,87.90149002744911,87.1491988627875
convnext_small,ConvNeXt,37,86.92098505573085,88.52732291862726,87.0831580700002
convnext_small,ConvNeXt,38,86.12647633895905,86.96590552176768,86.53321564393039
convnext_small,ConvNeXt,39,86.60879040110777,87.15016417079279,87.18483319100571
convnext_small,ConvNeXt,40,85.50343679463744,86.54500848168145,85.5958397953283
convnext_small,ConvNeXt,41,85.34299395099845,85.93950557825238,86.5332297411985
convnext_small,ConvNeXt,42,85.19376121281842,85.43295343285978,86.61680831798235
convnext_small,ConvNeXt,43,85.21375222210679,86.29637684073003,85.20636829780052
convnext_small,ConvNeXt,44,86.73192049200024,87.6945050955685,86.78960214715362
convnext_small,ConvNeXt,45,88.57351885169038,89.25117557420022,88.61507820587104
convnext_small,ConvNeXt,46,84.78083676330883,85.63705827883521,85.21045721023481
convnext_small,ConvNeXt,47,89.36674038541737,90.08666412394,89.49868388445303
convnext_small,ConvNeXt,48,87.57831239420643,88.07502879854475,87.95970606072905
convnext_small,ConvNeXt,49,86.63214616708264,88.78442364575585,86.06129620651002
convnext_small,ConvNeXt,50,84.41505553173629,85.0559153308236,84.70996015769875
convnext_small,ConvNeXt,51,83.68833788374681,84.38028294440005,84.79672099562131
convnext_small,ConvNeXt,52,85.68471444549985,86.76446322680674,86.28101430733011
convnext_small,ConvNeXt,53,87.18124270476811,87.90430853309877,87.88144577786522
convnext_small,ConvNeXt,54,89.97892323467495,91.02576809832081,89.82409285868034
convnext_small,ConvNeXt,55,88.56622429861163,89.2297214010769,88.98466123001873
convnext_small,ConvNeXt,56,88.76085425116939,89.80648521494948,88.63775142601827
convnext_small,ConvNeXt,57,88.58285615834323,89.41715517600349,88.55962408994885
convnext_small,ConvNeXt,58,87.22981088448022,88.39384438281535,87.40235207626512
convnext_small,ConvNeXt,59,86.6078095570707,87.07068163287035,86.9290491077173
convnext_small,ConvNeXt,60,86.17009316016096,86.99379021067675,86.50466994978369
convnext_small,ConvNeXt,61,85.94667059683395,87.4329292608788,85.63557230672588
convnext_small,ConvNeXt,62,85.7609439077258,87.43362266185572,85.77465319554929
convnext_small,ConvNeXt,63,88.80650329460116,89.79374925657706,88.78829123747978
convnext_small,ConvNeXt,64,84.30333439242442,85.13216779406709,84.77579746569633
convnext_small,ConvNeXt,65,86.70256293060996,88.1062249457748,86.9298709980172
convnext_small,ConvNeXt,66,84.02351047841073,85.40718152018609,84.78893489416586
convnext_small,ConvNeXt,67,85.54884153075719,86.53208640942523,85.85628321860808
convnext_small,ConvNeXt,68,84.96411960777456,86.0413566892568,85.325114722763
convnext_small,ConvNeXt,69,85.9502835711314,87.3834587429632,86.3948541172433
convnext_small,ConvNeXt,70,85.27519861486006,87.13801051084288,85.61678483098065
convnext_small,ConvNeXt,71,85.00254909752141,86.27860502295152,85.68812105768626
convnext_small,ConvNeXt,72,85.57560490840615,86.46053631243866,86.13876082644188
convnext_small,ConvNeXt,73,84.12132859143891,85.70457013670156,84.42061095989153
convnext_small,ConvNeXt,74,85.35671516271506,86.56803273131324,85.80343479451705
convnext_small,ConvNeXt,75,87.95025570471364,88.99750332854005,88.66075493257746
convnext_small,ConvNeXt,76,88.15520995869292,89.45638385543397,88.16870438306702
convnext_small,ConvNeXt,77,86.21612850841458,87.21410615235928,86.30511358796224
convnext_small,ConvNeXt,78,89.44880948202648,90.36275574009456,89.5253640836074
convnext_small,ConvNeXt,79,85.29855373429295,86.5203020157943,85.5131262833858
convnext_small,ConvNeXt,80,87.64250409783271,88.66901888960712,87.47103890498899
convnext_small,ConvNeXt,81,84.96334169795779,85.70234857780873,85.54306357443447
convnext_small,ConvNeXt,82,86.79083600358341,88.56910518214139,86.31422780878498
convnext_small,ConvNeXt,83,85.46938188376652,86.59175968958579,85.39807099834553
convnext_small,ConvNeXt,84,85.75613511943392,86.78345645236561,86.1957166836693
convnext_small,ConvNeXt,85,85.4984427672979,86.49344673368877,86.0764278036118
convnext_small,ConvNeXt,86,88.40154837033825,89.35970751862922,88.51402138166844
convnext_small,ConvNeXt,87,83.77374666155035,85.04995443949133,84.52306940190628
convnext_small,ConvNeXt,88,85.90039601771669,87.45843676579588,86.19793621113645
convnext_small,ConvNeXt,89,86.66484042810076,87.5796524634188,86.88550208862792
convnext_small,ConvNeXt,90,86.03344086249392,86.74296124485308,86.76255114069758
convnext_small,ConvNeXt,91,84.76687906456772,85.65803628850472,85.37668113543793
convnext_small,ConvNeXt,92,85.53433387259275,86.51441605288018,85.85898303210584
convnext_small,ConvNeXt,93,86.30528505916372,87.33412845063134,86.62889918130105
convnext_small,ConvNeXt,94,86.66272390517547,87.72315864027946,86.76860491334615
convnext_small,ConvNeXt,95,86.10702743656469,87.12933432600632,86.01566911349519
convnext_small,ConvNeXt,96,86.83295475091796,87.82108235299168,86.9284081986359
convnext_small,ConvNeXt,97,87.55279149669339,88.036713004612,87.89882414113063
convnext_small,ConvNeXt,98,85.96802081044297,87.22569238289319,86.26764916587078
convnext_small,ConvNeXt,99,86.07024433288738,87.27961250392944,86.98728329526661
convnext_small,ConvNeXt,100,86.3412316670759,86.92743197410718,86.49463003434074
convnext_base,ConvNeXt,1,87.57742347054645,88.49417107278484,87.54338035658733
convnext_base,ConvNeXt,2,86.20349336881192,87.44405506250978,86.4459752735795
convnext_base,ConvNeXt,3,88.29756918088073,89.00001981237679,88.31897503223007
convnext_base,ConvNeXt,4,87.87887935616725,88.2290364247559,88.51116657904248
convnext_base,ConvNeXt,5,86.30756274959998,86.69632498041436,87.12352814472885
convnext_base,ConvNeXt,6,86.94699375445039,87.69678968225206,87.05801491623944
convnext_base,ConvNeXt,7,85.54599290703115,85.91717182429548,86.29553013609033
convnext_base,ConvNeXt,8,87.08378701431438,88.98605624387517,86.41747964258309
convnext_base,ConvNeXt,9,88.07290831441105,88.83519148496512,88.33418706971676
convnext_base,ConvNeXt,10,86.6029700657991,87.36727528089202,86.6036604023547
convnext_base,ConvNeXt,11,87.1540394389864,87.58606896497317,87.80394004528863
convnext_base,ConvNeXt,12,87.37037865699124,87.79755907633147,87.50006124131174
convnext_base,ConvNeXt,13,85.92118758579642,86.59084169923742,86.2701209247207
convnext_base,ConvNeXt,14,86.22107886249171,87.54811447445925,85.98113149484611
convnext_base,ConvNeXt,15,88.49348872783112,89.49044688660148,88.48123840465104
convnext_base,ConvNeXt,16,88.83641925335309,89.50899319677816,89.18623101326317
convnext_base,ConvNeXt,17,88.85806326605896,89.3827949384903,89.0500102042705
convnext_base,ConvNeXt,18,87.0851264775032,88.23520606940606,86.9643231929908
convnext_base,ConvNeXt,19,88.4102908300751,89.51807634894477,88.14089156063469
convnext_base,ConvNeXt,20,86.44877880716258,87.66974192182835,86.46104105419685
convnext_base,ConvNeXt,21,87.47629747693793,88.4064826668735,87.61806130968257
convnext_base,ConvNeXt,22,86.91099778148246,88.28211971518608,86.67215947809188
convnext_base,ConvNeXt,23,87.05059714910549,87.89763706249305,87.23609540008404
convnext_base,ConvNeXt,24,87.6771715364262,88.55172302396896,87.80701933683493
convnext_base,ConvNeXt,25,86.83547178232686,87.926023278366,87.13278429627256
convnext_base,ConvNeXt,26,85.78623716309576,86.52770384974909,86.01307295253318
convnext_base,ConvNeXt,27,86.55532525143856,87.34428075817165,86.34780394371188
convnext_base,ConvNeXt,28,87.13269916431965,88.03881218465953,87.14379823075475
convnext_base,ConvNeXt,29,86.09133938216343,86.70647337145509,86.34894558959036
convnext_base,ConvNeXt,30,88.30392533208682,89.5705581485679,88.53279681486707
convnext_base,ConvNeXt,31,87.1017117749107,88.33796948545186,87.07531930244039
convnext_base,ConvNeXt,32,89.22938032833045,89.85986966250121,89.1132303451973
convnext_base,ConvNeXt,33,87.0441171418831,88.06197531597988,86.99051066714951
convnext_base,ConvNeXt,34,87.5467514195376,89.20797924126099,87.53494090450612
convnext_base,ConvNeXt,35,88.38288281694027,89.23470502560527,88.23904992174757
convnext_base,ConvNeXt,36,87.15452133856687,87.71312178342966,87.34616822730972
convnext_base,ConvNeXt,37,86.45999684919403,87.62121920703741,86.12011291806834
convnext_base,ConvNeXt,38,87.18419089067338,88.05125497362005,87.36696605693105
convnext_base,ConvNeXt,39,85.85941234655566,86.66668385584269,86.21729093952146
convnext_base,ConvNeXt,40,87.04164959911196,88.11811351021217,86.8176486769837
convnext_base,ConvNeXt,41,87.88307011539953,88.3413169241308,88.27971552086507
convnext_base,ConvNeXt,42,86.30744680274707,86.65159580730611,87.12590715202396
convnext_base,ConvNeXt,43,86.00798525939759,87.42696376849695,86.05097410404316
convnext_base,ConvNeXt,44,87.65498447199246,88.08925255341913,87.85761448434755
convnext_base,ConvNeXt,45,87.93705647750782,88.93854284764905,87.92071739002685
convnext_base,ConvNeXt,46,86.9989610418821,87.87513784236381,86.89964868828986
convnext_base,ConvNeXt,47,90.36184553414147,91.16362244573075,90.40635242252272
convnext_base,ConvNeXt,48,87.55841328721161,88.66769062115003,87.69106946856307
convnext_base,ConvNeXt,49,87.4365431040174,88.95672470279474,87.15607937081361
convnext_base,ConvNeXt,50,86.83969980976266,88.17778655916652,86.73430213913454
convnext_base,ConvNeXt,51,84.72003252260656,85.21358208777372,85.51903831612613
convnext_base,ConvNeXt,52,87.85440903887813,88.44114587794762,88.08342503459905
convnext_base,ConvNeXt,53,87.6658576020261,88.18006763406547,87.94585990877552
convnext_base,ConvNeXt,54,89.585023711469,91.17964410529022,89.03481964502151
convnext_base,ConvNeXt,55,89.16981900171372,89.78584189119789,89.49038312960252
convnext_base,ConvNeXt,56,89.8089649762586,90.3358846118529,89.77846684058825
convnext_base,ConvNeXt,57,87.40387268097224,88.21952138885776,87.5193379115216
convnext_base,ConvNeXt,58,89.84420686615017,90.592328218748,89.79339098904317
convnext_base,ConvNeXt,59,85.65918421022121,86.85073454101118,85.61157614799482
convnext_base,ConvNeXt,60,86.81660195997001,88.01345196551979,86.80222215926887
convnext_base,ConvNeXt,61,85.44920790179968,86.69182446305881,85.49312558240554
convnext_base,ConvNeXt,62,87.70662335636207,89.60505925757407,87.21167058925376
convnext_base,ConvNeXt,63,88.7715708368856,88.84914077665749,89.51583708799407
convnext_base,ConvNeXt,64,84.97307340070044,85.7632525538704,85.24010654404708
convnext_base,ConvNeXt,65,89.2713294746773,90.21704147993017,89.29973479206215
convnext_base,ConvNeXt,66,86.34298942621874,87.17880556331662,86.5282106197116
convnext_base,ConvNeXt,67,86.49561333426561,87.28869292465879,86.59736434406939
convnext_base,ConvNeXt,68,87.72058960202644,88.20838988819641,88.0746713936543
convnext_base,ConvNeXt,69,88.23433491530008,89.2626786631407,88.41966222034199
convnext_base,ConvNeXt,70,87.79543052101111,88.96077454753207,87.79366027027218
convnext_base,ConvNeXt,71,84.43236997961256,85.88968331790527,84.7241007784486
convnext_base,ConvNeXt,72,85.76388320276259,86.78908282177198,85.88239474667954
convnext_base,ConvNeXt,73,88.00028418290901,88.87867029945372,88.28969784802099
convnext_base,ConvNeXt,74,86.77131646058925,88.00854004745044,86.98921685245551
convnext_base,ConvNeXt,75,87.36763953203432,88.22789640857,87.68181893473786
convnext_base,ConvNeXt,76,88.2594763475695,89.40674684418792,88.09716696683314
convnext_base,ConvNeXt,77,88.57764089059104,89.52825183280744,88.52159527112853
convnext_base,ConvNeXt,78,89.02030217551592,89.36816284364744,89.06743310532515
convnext_base,ConvNeXt,79,88.29327751192386,89.31957748215423,88.4180583488114
convnext_base,ConvNeXt,80,88.82901590213204,89.95258714788655,88.62793291704226
convnext_base,ConvNeXt,81,87.36752990535459,88.32323772521437,87.54277761452933
convnext_base,ConvNeXt,82,88.45859337222169,89.65407432489138,87.91011679156406
convnext_base,ConvNeXt,83,87.92876813799163,89.1591245908785,87.70302213966026
convnext_base,ConvNeXt,84,86.41296660489606,87.40507055863445,86.52214385724952
convnext_base,ConvNeXt,85,85.56988809689594,86.49608210932624,86.00450606810817
convnext_base,ConvNeXt,86,85.38188441083126,86.46520547406031,85.6173153359854
convnext_base,ConvNeXt,87,85.89223331913469,87.58818936309325,86.28252195300249
convnext_base,ConvNeXt,88,86.41466610800757,87.67860984680206,86.45349906260722
convnext_base,ConvNeXt,89,87.45943516882923,88.38813762006801,87.15573181998822
convnext_base,ConvNeXt,90,86.94249896471679,87.78485284765753,87.69509990390996
convnext_base,ConvNeXt,91,85.92955781325433,87.06122474664674,86.16280747496693
convnext_base,ConvNeXt,92,86.13045182833831,87.63475540228805,86.20243648128893
convnext_base,ConvNeXt,93,88.17420254114874,89.05161294606008,88.24379498209143
convnext_base,ConvNeXt,94,87.43901648598269,88.51672997652058,87.37322423444525
convnext_base,ConvNeXt,95,87.61267591153712,88.7589287143063,87.52821879740038
convnext_base,ConvNeXt,96,88.0837542000021,89.50301694984692,87.92650868798545
convnext_base,ConvNeXt,97,88.00578670787841,88.70503866815099,88.03211829991204
convnext_base,ConvNeXt,98,87.75215698092946,88.50144699756073,87.71682920659903
convnext_base,ConvNeXt,99,89.43246231800885,89.52693561054149,89.77791214223635
convnext_base,ConvNeXt,100,87.88853532395294,88.9933572615467,87.77312416648128
convnext_large,ConvNeXt,1,89.56209863437996,90.36484658387054,89.6096405606271
convnext_large,ConvNeXt,2,87.91505543062338,89.53776430721949,88.02007686484357
convnext_large,ConvNeXt,3,89.34265942495054,89.93116483283397,89.4286178581859
convnext_large,ConvNeXt,4,88.96855178814106,89.23453119822224,89.48246790951202
convnext_large,ConvNeXt,5,87.09090050977275,87.16709816857885,88.0818719912474
convnext_large,ConvNeXt,6,89.27656022790494,90.01893366467246,89.2206559163754
convnext_large,ConvNeXt,7,87.13056283120963,87.69043044719447,87.63449947482702
convnext_large,ConvNeXt,8,87.01175658040569,87.93232037616559,86.9619910689134
convnext_large,ConvNeXt,9,89.62544051819343,90.38069417280546,89.63114245874375
convnext_large,ConvNeXt,10,88.42541239818883,89.27222608253787,88.19924730225578
convnext_large,ConvNeXt,11,87.4538320929063,88.04014236875786,87.78916375094101
convnext_large,ConvNeXt,12,87.42104641605707,88.0027810374469,87.78056594771493
convnext_large,ConvNeXt,13,89.6552077554783,90.15061373481959,90.07718300490602
convnext_large,ConvNeXt,14,86.31550685128067,87.1450068176599,86.23071912547427
convnext_large,ConvNeXt,15,88.0137562761597,89.19767609934523,88.19163670200587
convnext_large,ConvNeXt,16,89.00715709067661,89.2772197770208,89.29430289307416
convnext_large,ConvNeXt,17,87.6050727251419,88.19076258216788,87.8280240795384
convnext_large,ConvNeXt,18,88.5792873832269,89.80320672692518,88.35047816812141
convnext_large,ConvNeXt,19,89.72997282659544,90.40726107268344,89.66776645707479
convnext_large,ConvNeXt,20,87.99770035403544,88.52421549823622,88.4091086786019
convnext_large,ConvNeXt,21,87.10721687213854,88.04327788813741,87.16905137396658
convnext_large,ConvNeXt,22,87.46237187921251,88.46148860001666,87.3482629377492
convnext_large,ConvNeXt,23,88.32985992522401,89.54271338741198,88.40600108405623
convnext_large,ConvNeXt,24,87.29579934385796,88.1615426327395,87.42682363627307
convnext_large,ConvNeXt,25,88.32157024600664,89.06383809813816,88.40474091558268
convnext_large,ConvNeXt,26,86.69963363741554,87.44032320372398,87.14276907788818
convnext_large,ConvNeXt,27,86.58909560417315,87.35808306896013,87.01465390723703
convnext_large,ConvNeXt,28,88.11374963134628,89.37060633026317,87.94564838792724
convnext_large,ConvNeXt,29,87.4454533551798,87.64943569240917,87.82964129343183
convnext_large,ConvNeXt,30,89.69690193177684,90.5476142688419,89.79740762097067
convnext_large,ConvNeXt,31,87.64343684570407,88.52396426805889,87.74526167890451
convnext_large,ConvNeXt,32,87.74300717866305,88.57963548244875,87.5003707918343
convnext_large,ConvNeXt,33,87.3705624472,88.21814825725764,87.4950680106152
convnext_large,ConvNeXt,34,88.75696888698272,89.80072345535689,89.11893079799258
convnext_large,ConvNeXt,35,89.27546186789604,90.18707895983056,89.31019102596996
convnext_large,ConvNeXt,36,88.4326736779004,89.37837252610439,88.46715569992591
convnext_large,ConvNeXt,37,86.38364802634014,87.76112577082776,85.99373039876474
convnext_large,ConvNeXt,38,88.95577387749691,89.51775686511183,89.10884589603126
convnext_large,ConvNeXt,39,89.83057263040355,90.02304692535546,90.29014208638591
convnext_large,ConvNeXt,40,87.89505446114643,88.71855292571405,87.98606125332466
convnext_large,ConvNeXt,41,89.27479776004454,89.70567427816047,90.09590030699869
convnext_large,ConvNeXt,42,86.9137105660103,87.20951474707321,88.13265078977446
convnext_large,ConvNeXt,43,85.77859093883418,86.55247174765279,85.72031241468581
